TxID,DeviceID,Timestamp,Type,PacketSize,ResponseTime,EnergyUsed,Uptime,Label
60,3705,5/3/2025 23:34,4,581,77,1.734841636,97,valid
61,3260,5/4/2025 9:05,4,183,31,1.272000671,95,valid
62,1495,5/3/2025 19:08,3,507,50,0.24063439,96,valid
63,3314,5/4/2025 5:58,3,442,29,1.576607277,98,valid
64,1335,5/4/2025 5:05,1,84,25,0.843460723,95,valid
65,162,5/3/2025 15:06,3,352,61,0.723576758,96,valid
66,913,5/3/2025 13:04,1,290,46,0.356378854,97,valid
67,198,5/4/2025 5:40,3,93,62,0.34073604,97,valid
68,4767,5/3/2025 23:55,1,336,68,1.679417733,99,valid
69,2226,5/4/2025 2:23,4,418,66,0.554434239,96,valid
70,1227,5/4/2025 7:09,1,457,13,0.642600935,98,valid
71,4008,5/4/2025 1:25,3,355,22,1.763481312,96,valid
72,4563,5/3/2025 22:00,1,386,10,1.513922858,95,valid
73,3345,5/3/2025 16:10,1,576,62,1.125284645,100,valid
74,1791,5/4/2025 1:02,3,522,63,0.762614379,100,valid
75,1111,5/3/2025 20:25,3,323,51,0.365778109,99,valid
76,1084,5/3/2025 19:13,3,507,65,0.354796602,96,valid
77,3500,5/4/2025 4:28,4,446,54,1.602340577,100,valid
78,3554,5/3/2025 16:52,2,291,26,1.146874147,95,valid
79,211,5/4/2025 5:59,3,155,16,0.219848956,96,valid
80,2384,5/4/2025 11:26,4,124,28,1.96140876,96,valid
81,292,5/4/2025 11:35,4,182,37,0.760563011,97,valid
82,1663,5/4/2025 12:32,3,254,18,0.314926578,95,valid
83,4543,5/3/2025 23:55,3,485,16,1.997058018,100,valid
84,3710,5/3/2025 14:51,1,412,21,1.792493183,100,valid
85,4278,5/4/2025 7:36,2,96,78,0.519580166,97,valid
86,744,5/4/2025 4:44,4,349,42,1.117279319,98,valid
87,2472,5/3/2025 15:48,2,235,20,0.651328445,99,valid
88,3511,5/4/2025 6:36,3,159,43,0.985027668,97,valid
89,1660,5/3/2025 19:18,4,475,35,1.962141737,97,valid
90,2597,5/4/2025 10:14,3,95,29,1.748755626,96,valid
91,2758,5/3/2025 12:56,4,60,35,1.679854652,97,valid
92,2320,5/3/2025 21:10,1,222,43,1.41404674,100,valid
93,3632,5/3/2025 15:58,4,496,21,0.34394489,100,valid
94,2744,5/3/2025 14:58,3,400,34,0.970184959,97,valid
95,2883,5/4/2025 1:42,4,181,53,1.393014588,100,valid
96,4902,5/4/2025 2:42,2,238,11,1.853744908,95,valid
97,2388,5/3/2025 19:47,2,501,62,1.545428852,97,valid
98,2681,5/4/2025 8:43,4,558,15,1.788832615,96,valid
99,4814,5/3/2025 21:16,1,573,37,1.715097908,97,valid
100,2980,5/3/2025 23:29,4,299,20,1.665303812,99,valid
101,2602,5/3/2025 21:10,1,178,13,1.058199536,96,valid
102,3471,5/4/2025 12:08,2,77,28,1.955808195,98,valid
103,2443,5/3/2025 13:12,4,353,41,0.543840991,95,valid
104,155,5/4/2025 3:31,3,275,56,0.61071371,100,valid
105,3500,5/3/2025 16:32,2,286,68,1.690120202,98,valid
106,2982,5/3/2025 14:47,3,126,77,1.631826703,100,valid
107,239,5/3/2025 20:12,4,430,65,0.687903483,96,valid
108,2699,5/3/2025 13:10,1,435,45,1.078116316,96,valid
109,2862,5/3/2025 20:53,1,161,37,1.183347461,98,valid
110,3919,5/4/2025 2:11,1,142,45,0.856163228,95,valid
111,2015,5/3/2025 14:03,4,266,63,0.800036693,97,valid
112,1532,5/3/2025 21:14,2,123,67,1.336655792,95,valid
113,4794,5/4/2025 9:23,1,234,39,1.763408127,97,valid
114,4772,5/4/2025 0:31,3,376,31,0.826239928,99,valid
115,2903,5/3/2025 16:26,2,413,24,0.702096569,99,valid
116,228,5/4/2025 4:51,3,275,57,0.85070909,97,valid
117,1251,5/4/2025 12:41,1,530,22,0.205406405,95,valid
118,1762,5/3/2025 14:14,3,78,73,1.831240652,98,valid
119,4436,5/4/2025 3:33,1,515,50,1.372761124,97,valid
120,1198,5/3/2025 21:02,4,194,62,1.374828673,96,valid
121,3722,5/4/2025 8:49,3,554,68,1.611434365,97,valid
122,340,5/4/2025 9:04,3,465,28,1.298700311,97,valid
123,3183,5/3/2025 23:06,3,518,79,1.130381737,95,valid
124,1553,5/3/2025 13:44,4,199,13,1.169158035,98,valid
125,4130,5/3/2025 15:34,2,251,55,1.293699935,100,valid
126,391,5/4/2025 1:30,3,52,23,1.079466708,95,valid
127,3483,5/4/2025 5:05,4,66,10,0.939159048,95,valid
128,3994,5/4/2025 1:09,1,101,13,1.344583716,98,valid
129,3977,5/3/2025 21:49,2,73,38,1.696868933,99,valid
130,437,5/4/2025 0:05,3,288,36,0.922221593,99,valid
131,907,5/3/2025 16:16,3,564,27,1.966576656,97,valid
132,2606,5/4/2025 9:22,4,454,57,0.315092871,95,valid
133,2078,5/4/2025 1:28,4,526,47,0.349710753,100,valid
134,3986,5/4/2025 10:24,1,244,67,1.332057956,95,valid
135,1717,5/3/2025 13:58,4,571,66,0.935835501,95,valid
136,2628,5/4/2025 11:01,2,69,32,1.79125115,100,valid
137,2010,5/4/2025 6:17,4,102,28,0.937235255,97,valid
138,2982,5/4/2025 9:16,4,565,30,1.680509443,99,valid
139,3342,5/3/2025 14:36,3,591,77,1.552652277,100,valid
140,1040,5/4/2025 8:23,3,110,39,1.124872487,98,valid
141,4289,5/4/2025 2:16,3,442,75,1.744567205,97,valid
142,4755,5/4/2025 8:39,2,126,17,1.002696967,99,valid
143,4537,5/3/2025 15:07,2,87,58,1.201942369,99,valid
144,336,5/3/2025 12:51,1,572,75,0.789309633,99,valid
145,2017,5/3/2025 23:26,2,152,50,0.821547307,100,valid
146,1813,5/4/2025 2:49,4,147,50,1.388116875,98,valid
147,2241,5/3/2025 20:52,2,432,58,1.674955148,97,valid
148,1926,5/3/2025 15:56,3,394,69,0.760093059,95,valid
149,4408,5/3/2025 22:32,2,534,24,1.24651244,100,valid
150,873,5/4/2025 7:50,4,357,56,0.543742171,99,valid
151,3885,5/3/2025 20:41,4,228,52,1.070245737,97,valid
152,2641,5/4/2025 1:12,2,482,51,1.376630965,99,valid
153,4555,5/4/2025 5:10,2,238,40,0.300558808,95,valid
154,2473,5/4/2025 7:43,4,221,20,1.516415934,97,valid
155,4524,5/4/2025 7:59,2,251,36,1.375205732,100,valid
156,4565,5/4/2025 5:21,2,157,28,0.976774865,98,valid
157,2393,5/4/2025 4:24,2,246,32,1.677794799,99,valid
158,4910,5/3/2025 18:57,2,58,73,1.707809915,98,valid
159,2636,5/4/2025 2:29,1,463,60,1.565839416,96,valid
160,91,5/4/2025 12:07,3,563,51,1.401380754,100,valid
161,704,5/3/2025 20:19,4,175,80,0.325028037,99,valid
162,2289,5/4/2025 10:45,3,559,27,0.699885678,96,valid
163,4071,5/3/2025 22:35,3,341,53,1.489468149,97,valid
164,2391,5/4/2025 4:26,4,337,19,1.929738561,96,valid
165,2677,5/3/2025 20:43,1,427,24,1.025052082,100,valid
166,299,5/3/2025 21:48,2,132,45,0.274319818,99,valid
167,3201,5/4/2025 10:01,2,512,50,1.08335855,100,valid
168,1152,5/4/2025 8:11,1,464,20,0.829898696,96,valid
169,3047,5/3/2025 23:42,3,390,21,1.899471748,99,valid
170,3958,5/3/2025 21:28,2,409,74,1.674654809,100,valid
171,1720,5/3/2025 18:34,3,394,25,1.944274218,96,valid
172,3119,5/4/2025 7:24,2,240,77,1.864838733,98,valid
173,4998,5/4/2025 4:49,4,474,17,0.789355807,99,valid
174,107,5/4/2025 1:47,1,201,23,0.610500564,95,valid
175,4629,5/3/2025 16:09,2,403,25,0.370095611,96,valid
176,865,5/3/2025 14:31,3,254,40,0.635031226,99,valid
177,3767,5/4/2025 7:31,3,230,25,0.629815289,100,valid
178,3953,5/3/2025 17:13,2,418,69,1.459246347,96,valid
179,1704,5/4/2025 7:58,3,228,54,1.941759646,99,valid
180,436,5/3/2025 23:44,4,73,76,0.622268953,99,valid
181,2155,5/4/2025 11:24,4,230,10,0.445692423,96,valid
182,3025,5/4/2025 5:12,3,396,45,0.633586681,96,valid
183,4791,5/3/2025 13:35,1,562,10,0.472808543,95,valid
184,2431,5/4/2025 3:51,4,108,29,0.391486459,97,valid
185,769,5/3/2025 19:47,1,75,49,0.315556891,95,valid
186,4191,5/4/2025 7:38,1,393,54,1.593219808,98,valid
187,1615,5/3/2025 22:36,2,296,19,0.269537757,96,valid
188,1591,5/4/2025 2:39,2,264,16,1.388386824,99,valid
189,2460,5/4/2025 10:45,3,152,62,0.36179645,95,valid
190,2056,5/4/2025 0:07,3,324,38,1.552056089,98,valid
191,4017,5/3/2025 22:09,3,440,76,1.125131152,95,valid
192,3153,5/4/2025 11:57,4,416,57,1.718371738,95,valid
193,304,5/4/2025 0:44,2,79,21,0.564648006,96,valid
194,1438,5/3/2025 18:45,4,159,52,1.17183847,96,valid
195,1378,5/3/2025 18:59,4,566,53,1.380903246,100,valid
196,172,5/4/2025 11:45,4,124,77,0.614700221,98,valid
197,1212,5/3/2025 18:39,4,120,49,1.403077714,98,valid
198,2779,5/4/2025 12:29,2,96,73,0.523833331,98,valid
199,811,5/4/2025 9:26,1,69,58,1.74614376,97,valid
200,3353,5/3/2025 22:48,4,398,67,0.312731348,100,valid
201,2654,5/4/2025 6:20,3,56,22,0.745502981,99,valid
202,882,5/4/2025 0:45,2,217,43,1.458112338,97,valid
203,1852,5/3/2025 14:41,3,85,58,0.721373626,97,valid
204,4808,5/4/2025 11:32,2,355,66,0.234004319,99,valid
205,698,5/4/2025 2:34,2,301,59,1.351482208,98,valid
206,4250,5/3/2025 23:52,1,309,28,1.331816017,99,valid
207,112,5/3/2025 21:27,2,167,16,0.53343138,99,valid
208,2247,5/4/2025 1:12,3,224,65,1.60198832,100,valid
209,4175,5/4/2025 6:23,2,124,78,1.098709706,99,valid
210,4934,5/3/2025 20:23,4,343,75,0.702280069,96,valid
211,330,5/3/2025 23:37,2,573,31,1.323099345,99,valid
212,1303,5/4/2025 9:37,2,191,71,0.822150929,95,valid
213,3178,5/4/2025 6:22,4,364,77,0.733096097,96,valid
214,3067,5/4/2025 9:05,4,418,37,0.461378814,96,valid
215,1219,5/4/2025 3:26,1,331,61,1.107128746,95,valid
216,1245,5/4/2025 11:30,1,592,58,1.617369582,98,valid
217,4815,5/3/2025 13:15,3,159,56,1.175953446,99,valid
218,190,5/3/2025 17:08,3,497,35,1.688624606,96,valid
219,4909,5/4/2025 6:29,2,426,48,0.742524716,100,valid
220,3288,5/3/2025 21:17,2,489,72,1.120866288,99,valid
221,2987,5/4/2025 6:43,4,473,19,1.602449928,98,valid
222,4969,5/3/2025 14:06,3,311,49,0.95288678,97,valid
223,1741,5/4/2025 7:49,3,317,33,1.247872584,97,valid
224,2632,5/4/2025 2:29,1,342,13,0.241356817,99,valid
225,58,5/4/2025 4:35,4,455,31,0.552647632,97,valid
226,3703,5/3/2025 22:46,1,121,76,1.772496595,99,valid
227,4887,5/4/2025 1:21,1,511,54,0.837466773,98,valid
228,1191,5/4/2025 6:42,2,375,48,0.949804728,97,valid
229,4461,5/4/2025 11:21,3,522,71,0.350893777,97,valid
230,431,5/4/2025 7:18,4,189,21,0.98869561,95,valid
231,2056,5/4/2025 10:36,3,286,28,0.534415043,98,valid
232,3415,5/3/2025 17:04,3,337,35,1.075355421,95,valid
233,3455,5/4/2025 7:47,4,574,29,1.27432867,99,valid
234,4241,5/4/2025 10:41,4,588,50,1.389813855,98,valid
235,3648,5/3/2025 23:15,1,397,78,1.883962557,98,valid
236,2265,5/4/2025 8:08,1,122,26,1.53519842,96,valid
237,371,5/3/2025 21:00,4,556,73,0.539238106,97,valid
238,2934,5/3/2025 16:26,4,486,27,0.260408623,97,valid
239,4126,5/3/2025 20:45,1,211,14,1.677832486,96,valid
240,3210,5/4/2025 11:07,2,298,41,1.371036652,96,valid
241,115,5/3/2025 14:34,4,112,33,1.687922836,95,valid
242,3757,5/3/2025 16:53,2,530,54,1.703241238,99,valid
243,1393,5/3/2025 21:13,1,180,68,1.573688976,95,valid
244,3748,5/4/2025 4:42,1,483,58,0.483382961,98,valid
245,149,5/4/2025 8:30,1,221,12,0.960893315,100,valid
246,3938,5/3/2025 20:00,4,432,42,1.986446551,95,valid
247,4786,5/4/2025 5:54,3,492,15,0.324988422,96,valid
248,18,5/4/2025 9:17,1,357,14,1.14922201,96,valid
249,4498,5/3/2025 14:20,2,295,53,1.118358864,98,valid
250,4200,5/3/2025 14:38,4,138,17,0.228718168,97,valid
251,2710,5/4/2025 0:22,2,593,30,1.495514904,96,valid
252,3604,5/3/2025 16:10,4,412,15,1.98611973,95,valid
253,2536,5/3/2025 17:22,3,446,48,1.246112906,100,valid
254,3003,5/3/2025 18:09,2,406,59,1.184918393,99,valid
255,2602,5/3/2025 14:18,4,369,38,1.954506964,95,valid
256,1130,5/3/2025 20:06,2,70,49,0.341722413,98,valid
257,3879,5/4/2025 10:30,1,215,77,0.203056656,100,valid
258,876,5/3/2025 15:55,1,535,77,1.19109449,97,valid
259,4001,5/3/2025 15:10,2,85,16,0.938581057,98,valid
260,4241,5/3/2025 16:54,4,181,11,0.832064268,99,valid
261,1246,5/4/2025 2:17,2,406,44,1.979640279,97,valid
262,4246,5/3/2025 16:57,1,110,48,0.925348681,97,valid
263,2809,5/3/2025 15:48,3,525,34,0.632295205,96,valid
264,3616,5/4/2025 8:04,4,125,50,0.501764779,98,valid
265,1783,5/4/2025 2:43,4,576,75,1.450647133,96,valid
266,1111,5/3/2025 23:44,4,355,54,1.506649556,100,valid
267,4692,5/3/2025 22:39,1,113,75,0.327380451,98,valid
268,2522,5/4/2025 2:30,4,429,19,0.994915973,97,valid
269,1918,5/3/2025 16:52,3,549,13,0.362577742,96,valid
270,2901,5/4/2025 10:31,3,439,28,1.185298606,97,valid
271,4119,5/3/2025 12:55,3,431,36,0.712235577,96,valid
272,4430,5/3/2025 15:28,1,328,56,0.919210183,96,valid
273,169,5/3/2025 13:42,3,521,14,0.471599504,100,valid
274,95,5/3/2025 21:59,3,562,67,1.343422528,98,valid
275,560,5/3/2025 20:12,2,318,16,0.60509495,95,valid
276,201,5/4/2025 9:19,3,443,50,0.723053818,97,valid
277,2467,5/3/2025 17:22,1,201,58,1.918398148,98,valid
278,1648,5/3/2025 14:43,3,111,50,0.918083055,99,valid
279,364,5/4/2025 8:02,1,375,51,1.742324348,95,valid
280,4457,5/3/2025 20:09,2,328,10,1.448192338,95,valid
281,4056,5/3/2025 22:18,4,261,79,1.259853614,98,valid
282,3216,5/4/2025 10:35,2,113,71,1.7216121,99,valid
283,2657,5/4/2025 8:24,1,166,23,0.319380031,95,valid
284,1935,5/4/2025 10:32,4,67,77,1.662076809,100,valid
285,2183,5/3/2025 22:24,2,544,22,1.015780008,97,valid
286,2693,5/4/2025 0:46,4,579,25,0.345595243,98,valid
287,2026,5/4/2025 1:54,1,442,19,0.384792163,99,valid
288,4153,5/4/2025 8:48,1,286,67,0.21896377,98,valid
289,2424,5/3/2025 23:37,3,343,44,0.360856587,95,valid
290,4395,5/3/2025 14:21,2,566,66,1.620530288,96,valid
291,675,5/3/2025 22:46,2,476,59,1.586895799,97,valid
292,1150,5/3/2025 18:57,4,478,19,0.876067309,95,valid
293,4169,5/3/2025 21:57,1,474,10,1.859636057,97,valid
294,3441,5/4/2025 1:43,2,402,56,0.959233938,97,valid
295,2716,5/3/2025 18:45,3,176,31,1.477681661,95,valid
296,4170,5/3/2025 16:13,4,328,27,0.877906952,97,valid
297,4143,5/4/2025 4:33,1,130,53,0.556013163,100,valid
298,707,5/3/2025 22:20,4,371,79,0.892460468,100,valid
299,2545,5/3/2025 23:52,4,180,30,0.703825413,95,valid
300,2769,5/3/2025 13:07,2,310,72,1.337411846,100,valid
301,258,5/4/2025 10:14,3,180,32,0.415872826,100,valid
302,1592,5/4/2025 0:28,2,191,11,0.646739054,96,valid
303,1887,5/4/2025 5:24,2,216,49,1.000651617,96,valid
304,4145,5/3/2025 13:41,4,311,75,1.217775067,97,valid
305,4328,5/3/2025 23:53,2,199,29,1.907158811,100,valid
306,1149,5/3/2025 13:29,2,90,27,1.832756119,98,valid
307,2438,5/4/2025 10:21,4,409,79,0.61965496,98,valid
308,1395,5/4/2025 8:59,1,178,64,0.638618066,100,valid
309,3013,5/3/2025 15:52,4,498,21,1.417464954,97,valid
310,1375,5/4/2025 9:21,3,358,22,1.377352052,100,valid
311,2233,5/4/2025 7:28,3,107,74,1.701359148,99,valid
312,609,5/4/2025 7:06,4,172,27,1.258986505,99,valid
313,4920,5/4/2025 4:13,3,449,55,1.509780533,96,valid
314,4647,5/3/2025 20:02,3,509,34,0.67888539,100,valid
315,3803,5/4/2025 6:27,1,573,16,0.901040039,99,valid
316,2226,5/4/2025 5:12,3,223,70,1.71338186,96,valid
317,1157,5/4/2025 4:04,2,53,56,1.222166758,97,valid
318,1247,5/3/2025 16:23,3,314,49,1.926705839,95,valid
319,2822,5/3/2025 16:38,1,484,37,1.632047269,97,valid
320,495,5/3/2025 16:15,1,561,42,0.730808951,100,valid
321,1930,5/3/2025 15:44,2,586,27,0.742559764,99,valid
322,1611,5/4/2025 6:15,1,288,58,1.629547344,96,valid
323,3319,5/3/2025 16:06,1,323,47,1.094900536,99,valid
324,2174,5/4/2025 9:09,3,544,65,0.715981475,96,valid
325,531,5/4/2025 12:08,1,402,10,1.904431338,95,valid
326,2468,5/4/2025 9:57,1,122,14,0.676288763,100,valid
327,1841,5/4/2025 7:59,3,328,59,0.436840493,99,valid
328,4484,5/3/2025 16:43,4,563,50,1.290598452,99,valid
329,3486,5/4/2025 10:30,2,151,66,1.583505293,96,valid
330,1474,5/3/2025 20:30,3,532,22,1.847566208,96,valid
331,4237,5/3/2025 21:32,3,531,68,1.599965786,98,valid
332,3394,5/4/2025 12:36,2,231,30,0.554133853,96,valid
333,4313,5/4/2025 0:50,3,206,52,1.518729112,97,valid
334,3444,5/4/2025 7:17,3,67,41,0.222781931,95,valid
335,4597,5/3/2025 13:59,3,293,78,1.879448917,99,valid
336,300,5/4/2025 7:43,4,491,56,1.205062552,100,valid
337,370,5/3/2025 23:20,4,82,46,1.565458297,100,valid
338,4619,5/3/2025 15:44,1,523,15,0.284314862,95,valid
339,1666,5/3/2025 13:34,3,551,73,1.416219518,99,valid
340,2277,5/3/2025 22:24,2,245,25,1.428213571,99,valid
341,189,5/3/2025 14:41,3,173,70,0.294174441,100,valid
342,2533,5/3/2025 16:42,2,209,68,0.646694193,100,valid
343,2871,5/4/2025 12:22,2,74,60,0.887472566,100,valid
344,2976,5/4/2025 6:59,1,226,64,1.985116714,98,valid
345,2543,5/4/2025 6:29,3,178,49,0.678881014,99,valid
346,825,5/4/2025 12:40,1,418,28,1.745870996,96,valid
347,4474,5/3/2025 19:32,1,462,42,0.515923977,100,valid
348,1078,5/3/2025 14:35,4,335,22,0.980933123,95,valid
349,2661,5/4/2025 11:56,2,64,29,0.792321184,95,valid
350,2322,5/3/2025 14:04,1,202,64,1.550150118,97,valid
351,2087,5/4/2025 4:22,3,572,20,1.502839374,100,valid
352,1534,5/4/2025 0:53,4,408,71,0.277636059,96,valid
353,3465,5/4/2025 6:04,3,297,64,1.580053664,99,valid
354,2762,5/3/2025 22:48,2,438,42,1.976334498,98,valid
355,4707,5/3/2025 15:21,2,575,52,1.586947737,96,valid
356,2552,5/4/2025 7:54,1,189,10,1.037047943,97,valid
357,1246,5/3/2025 14:13,1,432,39,0.647671264,99,valid
358,2776,5/4/2025 8:47,4,405,68,0.215402326,97,valid
359,671,5/4/2025 3:16,1,209,14,1.566145491,96,valid
360,876,5/4/2025 8:02,1,409,33,0.530928348,100,valid
361,639,5/3/2025 13:12,1,585,57,1.147499683,95,valid
362,3572,5/3/2025 23:32,3,200,25,1.787345292,99,valid
363,3499,5/4/2025 3:03,2,230,63,1.72613546,96,valid
364,630,5/3/2025 14:53,4,555,60,0.447662957,100,valid
365,3387,5/4/2025 0:31,4,484,80,1.0134297,100,valid
366,3635,5/4/2025 4:03,3,357,57,1.801961969,99,valid
367,305,5/3/2025 21:50,2,52,56,0.514664847,100,valid
368,2779,5/3/2025 22:05,4,189,41,0.271164471,95,valid
369,3240,5/4/2025 9:02,2,328,76,0.286525007,99,valid
370,1702,5/4/2025 1:08,4,296,46,1.970050515,100,valid
371,2572,5/3/2025 17:28,2,51,64,0.495354355,99,valid
372,398,5/3/2025 18:30,1,387,13,1.464060561,100,valid
373,4263,5/4/2025 8:42,1,331,48,1.905113733,95,valid
374,2482,5/3/2025 17:24,4,101,67,0.994065586,96,valid
375,4523,5/4/2025 10:25,4,121,50,1.139550896,96,valid
376,460,5/4/2025 1:18,4,367,67,0.852622784,99,valid
377,3967,5/4/2025 10:18,3,285,23,1.010822814,97,valid
378,4425,5/3/2025 21:15,2,499,47,0.986357731,100,valid
379,4433,5/4/2025 4:37,1,266,22,1.407003412,96,valid
380,1204,5/4/2025 12:12,2,202,15,1.907279726,98,valid
381,3551,5/4/2025 2:23,2,293,52,1.439420527,98,valid
382,886,5/4/2025 5:19,4,141,16,1.972758392,97,valid
383,2311,5/4/2025 10:40,2,247,64,1.960587197,97,valid
384,4577,5/4/2025 12:21,3,542,64,0.985732723,96,valid
385,4448,5/4/2025 7:26,2,286,22,0.618807279,100,valid
386,2467,5/4/2025 4:30,4,392,51,0.604023743,98,valid
387,1017,5/4/2025 10:12,2,483,34,1.541990812,96,valid
388,1862,5/4/2025 5:27,1,206,50,1.874772434,96,valid
389,2597,5/3/2025 14:09,4,553,55,0.945555957,98,valid
390,2669,5/3/2025 17:48,4,481,49,1.832507644,97,valid
391,469,5/3/2025 15:22,4,167,61,1.932738507,98,valid
392,4557,5/3/2025 19:23,3,378,62,0.870588446,100,valid
393,3467,5/3/2025 15:11,1,359,72,1.309908712,100,valid
394,4131,5/4/2025 9:01,4,102,56,1.38622236,96,valid
395,3241,5/4/2025 10:21,2,481,21,0.509524451,96,valid
396,4415,5/3/2025 22:05,3,441,44,1.008599869,100,valid
397,2636,5/4/2025 10:43,2,511,14,1.038160241,99,valid
398,3400,5/3/2025 13:39,3,244,50,1.448107524,96,valid
399,3869,5/3/2025 13:22,2,424,26,1.458955282,96,valid
400,3358,5/4/2025 11:05,1,189,80,1.790990253,98,valid
401,4162,5/4/2025 12:23,1,243,22,0.952318214,97,valid
402,60,5/3/2025 16:17,3,589,34,1.153184345,96,valid
403,3563,5/4/2025 4:34,4,80,37,1.399651441,95,valid
404,2636,5/4/2025 0:18,3,118,41,1.49943199,98,valid
405,4792,5/3/2025 22:53,4,139,27,0.647572618,96,valid
406,2358,5/4/2025 0:19,3,129,73,1.09261205,96,valid
407,1727,5/3/2025 13:30,3,486,25,1.536313781,99,valid
408,3033,5/4/2025 2:25,2,366,19,1.997922509,100,valid
409,708,5/3/2025 22:25,3,181,46,1.174724777,97,valid
410,2378,5/4/2025 8:24,2,399,69,1.193282737,99,valid
411,1624,5/4/2025 8:10,2,488,29,0.237175403,98,valid
412,1090,5/3/2025 20:01,4,470,24,0.714477056,95,valid
413,1009,5/4/2025 10:25,1,287,19,1.212200337,95,valid
414,2039,5/4/2025 2:13,2,480,10,0.269868755,100,valid
415,4013,5/4/2025 3:00,2,248,65,1.530345368,97,valid
416,2129,5/3/2025 23:37,2,311,35,0.768195361,96,valid
417,3326,5/3/2025 21:38,2,127,33,1.387232129,98,valid
418,1738,5/3/2025 16:04,2,566,73,0.596654412,98,valid
419,2042,5/4/2025 4:37,4,295,18,0.263712029,95,valid
420,3733,5/4/2025 10:26,1,523,14,1.370253561,98,valid
421,1715,5/4/2025 10:05,2,596,36,1.968550584,98,valid
422,623,5/3/2025 14:19,3,309,54,0.725157966,95,valid
423,4965,5/3/2025 15:44,4,426,53,1.292040686,99,valid
